ID,Event Type,X,Y,Selector,Content,Timestamp,Created At
314905,mousemove,560,451,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > label.question-label,,2026-03-21 08:12:07 UTC,2026-03-21 08:12:07 UTC
314906,mousemove,541,492,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:07 UTC,2026-03-21 08:12:07 UTC
314907,mousemove,522,500,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:08 UTC,2026-03-21 08:12:08 UTC
314908,slider,,,.native-slider-7,,2026-03-21 08:12:08 UTC,2026-03-21 08:12:08 UTC
314909,mousemove,607,503,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:08 UTC,2026-03-21 08:12:09 UTC
314910,mousemove,592,503,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:09 UTC,2026-03-21 08:12:09 UTC
314911,mousemove,590,503,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:10 UTC,2026-03-21 08:12:10 UTC
314912,mousemove,588,503,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:10 UTC,2026-03-21 08:12:10 UTC
314913,mousemove,588,502,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:11 UTC,2026-03-21 08:12:11 UTC
314914,mousemove,603,497,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:11 UTC,2026-03-21 08:12:11 UTC
314915,mousemove,684,491,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:11 UTC,2026-03-21 08:12:11 UTC
314916,slider,,,.native-slider-7,,2026-03-21 08:12:11 UTC,2026-03-21 08:12:12 UTC
314917,mousemove,776,488,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:12 UTC,2026-03-21 08:12:12 UTC
314918,slider,,,.native-slider-7,,2026-03-21 08:12:12 UTC,2026-03-21 08:12:12 UTC
314919,mousemove,856,493,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:14 UTC,2026-03-21 08:12:14 UTC
314920,slider,,,.native-slider-7,,2026-03-21 08:12:14 UTC,2026-03-21 08:12:14 UTC
314921,mousemove,975,493,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:14 UTC,2026-03-21 08:12:14 UTC
314922,slider,,,.native-slider-7,,2026-03-21 08:12:14 UTC,2026-03-21 08:12:14 UTC
314923,mousemove,1053,500,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:14 UTC,2026-03-21 08:12:15 UTC
314924,mousemove,1088,510,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:16 UTC,2026-03-21 08:12:16 UTC
314925,slider,,,.native-slider-7,,2026-03-21 08:12:17 UTC,2026-03-21 08:12:17 UTC
314926,mousemove,1082,510,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container.disabled > input.native-slider,,2026-03-21 08:12:17 UTC,2026-03-21 08:12:17 UTC
314927,mousemove,895,476,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section,,2026-03-21 08:12:17 UTC,2026-03-21 08:12:17 UTC
314928,scroll,,,,,2026-03-21 08:12:17 UTC,2026-03-21 08:12:17 UTC
314929,mousemove,757,476,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:17 UTC,2026-03-21 08:12:18 UTC
314930,mousemove,515,484,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:18 UTC,2026-03-21 08:12:18 UTC
314931,mousemove,519,484,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:22 UTC,2026-03-21 08:12:23 UTC
314932,mousemove,544,484,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:23 UTC,2026-03-21 08:12:23 UTC
314933,mousemove,572,484,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:23 UTC,2026-03-21 08:12:23 UTC
314934,slider,,,.native-slider-8,,2026-03-21 08:12:23 UTC,2026-03-21 08:12:24 UTC
314935,mousemove,605,490,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:24 UTC,2026-03-21 08:12:24 UTC
314936,mousemove,620,490,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:25 UTC,2026-03-21 08:12:25 UTC
314937,mousemove,673,490,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:25 UTC,2026-03-21 08:12:25 UTC
314938,mousemove,674,490,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:26 UTC,2026-03-21 08:12:26 UTC
314939,mousemove,675,490,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:26 UTC,2026-03-21 08:12:26 UTC
314940,mousemove,631,495,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:27 UTC,2026-03-21 08:12:27 UTC
314941,mousemove,630,495,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:28 UTC,2026-03-21 08:12:28 UTC
314942,mousemove,629,497,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:30 UTC,2026-03-21 08:12:30 UTC
314943,mousemove,648,497,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:30 UTC,2026-03-21 08:12:30 UTC
314944,slider,,,.native-slider-8,,2026-03-21 08:12:30 UTC,2026-03-21 08:12:30 UTC
314945,mousemove,738,497,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:30 UTC,2026-03-21 08:12:30 UTC
314946,mousemove,770,490,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:31 UTC,2026-03-21 08:12:31 UTC
314947,slider,,,.native-slider-8,,2026-03-21 08:12:31 UTC,2026-03-21 08:12:31 UTC
314948,mousemove,901,482,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:31 UTC,2026-03-21 08:12:31 UTC
314949,slider,,,.native-slider-8,,2026-03-21 08:12:31 UTC,2026-03-21 08:12:31 UTC
314950,mousemove,972,482,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:31 UTC,2026-03-21 08:12:31 UTC
314951,slider,,,.native-slider-8,,2026-03-21 08:12:31 UTC,2026-03-21 08:12:31 UTC
314952,mousemove,1084,482,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:31 UTC,2026-03-21 08:12:32 UTC
314953,slider,,,.native-slider-8,,2026-03-21 08:12:32 UTC,2026-03-21 08:12:32 UTC
314954,mousemove,1137,484,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:32 UTC,2026-03-21 08:12:32 UTC
314955,mousemove,1153,484,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:32 UTC,2026-03-21 08:12:32 UTC
314956,mousemove,1150,484,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:32 UTC,2026-03-21 08:12:33 UTC
314957,mousemove,1146,484,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:33 UTC,2026-03-21 08:12:33 UTC
314958,mousemove,1116,486,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:33 UTC,2026-03-21 08:12:33 UTC
314959,mousemove,1114,487,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:34 UTC,2026-03-21 08:12:34 UTC
314960,slider,,,.native-slider-8,,2026-03-21 08:12:34 UTC,2026-03-21 08:12:34 UTC
314961,mousemove,1106,489,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:34 UTC,2026-03-21 08:12:34 UTC
314962,mousemove,1104,489,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:35 UTC,2026-03-21 08:12:35 UTC
314963,mousemove,1081,494,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:35 UTC,2026-03-21 08:12:36 UTC
314964,mousemove,1038,499,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:36 UTC,2026-03-21 08:12:36 UTC
314965,mousemove,1016,502,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:36 UTC,2026-03-21 08:12:36 UTC
314966,slider,,,.native-slider-8,,2026-03-21 08:12:36 UTC,2026-03-21 08:12:36 UTC
314967,mousemove,972,498,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:37 UTC,2026-03-21 08:12:37 UTC
314968,slider,,,.native-slider-8,,2026-03-21 08:12:37 UTC,2026-03-21 08:12:37 UTC
314969,mousemove,971,498,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper,,2026-03-21 08:12:37 UTC,2026-03-21 08:12:37 UTC
314970,mousemove,816,498,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper,,2026-03-21 08:12:37 UTC,2026-03-21 08:12:37 UTC
314971,scroll,,,,,2026-03-21 08:12:37 UTC,2026-03-21 08:12:37 UTC
314972,mousemove,746,498,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-ticks > span,,2026-03-21 08:12:38 UTC,2026-03-21 08:12:38 UTC
314973,mousemove,501,450,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section,,2026-03-21 08:12:38 UTC,2026-03-21 08:12:38 UTC
314974,mousemove,506,450,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section,,2026-03-21 08:12:38 UTC,2026-03-21 08:12:39 UTC
314975,mousemove,517,458,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:40 UTC,2026-03-21 08:12:40 UTC
314976,mousemove,520,466,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:40 UTC,2026-03-21 08:12:40 UTC
314977,mousemove,521,466,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:42 UTC,2026-03-21 08:12:42 UTC
314978,slider,,,.native-slider-9,,2026-03-21 08:12:42 UTC,2026-03-21 08:12:43 UTC
314979,slider,,,.native-slider-9,,2026-03-21 08:12:44 UTC,2026-03-21 08:12:44 UTC
314980,mousemove,602,469,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container.disabled > input.native-slider,,2026-03-21 08:12:44 UTC,2026-03-21 08:12:45 UTC
314981,mousemove,603,471,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container.disabled > input.native-slider,,2026-03-21 08:12:45 UTC,2026-03-21 08:12:45 UTC
314982,scroll,,,,,2026-03-21 08:12:45 UTC,2026-03-21 08:12:45 UTC
314983,mousemove,603,476,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section,,2026-03-21 08:12:45 UTC,2026-03-21 08:12:45 UTC
314984,scroll,,,,,2026-03-21 08:12:46 UTC,2026-03-21 08:12:46 UTC
314985,mousemove,593,500,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-labels > span.label-min,,2026-03-21 08:12:46 UTC,2026-03-21 08:12:46 UTC
314986,mousemove,555,468,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-ticks > span,,2026-03-21 08:12:46 UTC,2026-03-21 08:12:46 UTC
314987,mousemove,520,452,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:47 UTC,2026-03-21 08:12:47 UTC
314988,mousemove,520,450,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:51 UTC,2026-03-21 08:12:51 UTC
314989,slider,,,.native-slider-10,,2026-03-21 08:12:51 UTC,2026-03-21 08:12:51 UTC
314990,mousemove,617,448,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:52 UTC,2026-03-21 08:12:52 UTC
314991,mousemove,630,449,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:52 UTC,2026-03-21 08:12:52 UTC
314992,slider,,,.native-slider-10,,2026-03-21 08:12:53 UTC,2026-03-21 08:12:53 UTC
314993,mousemove,765,449,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:53 UTC,2026-03-21 08:12:53 UTC
314994,mousemove,769,449,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:55 UTC,2026-03-21 08:12:55 UTC
314995,mousemove,771,449,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:12:58 UTC,2026-03-21 08:12:58 UTC
314996,mousemove,772,449,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:02 UTC,2026-03-21 08:13:02 UTC
314997,slider,,,.native-slider-10,,2026-03-21 08:13:02 UTC,2026-03-21 08:13:02 UTC
314998,mousemove,825,450,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:03 UTC,2026-03-21 08:13:03 UTC
314999,mousemove,827,450,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:04 UTC,2026-03-21 08:13:04 UTC
315000,mousemove,832,451,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:05 UTC,2026-03-21 08:13:05 UTC
315001,mousemove,896,451,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:05 UTC,2026-03-21 08:13:06 UTC
315002,slider,,,.native-slider-10,,2026-03-21 08:13:06 UTC,2026-03-21 08:13:06 UTC
315003,mousemove,952,454,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:08 UTC,2026-03-21 08:13:08 UTC
315004,mousemove,906,466,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:08 UTC,2026-03-21 08:13:09 UTC
315005,mousemove,901,467,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:09 UTC,2026-03-21 08:13:09 UTC
315006,slider,,,.native-slider-10,,2026-03-21 08:13:09 UTC,2026-03-21 08:13:09 UTC
315007,slider,,,.native-slider-10,,2026-03-21 08:13:09 UTC,2026-03-21 08:13:09 UTC
315008,mousemove,883,460,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper,,2026-03-21 08:13:09 UTC,2026-03-21 08:13:09 UTC
315009,mousemove,841,450,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container.disabled > input.native-slider,,2026-03-21 08:13:10 UTC,2026-03-21 08:13:10 UTC
315010,scroll,,,,,2026-03-21 08:13:10 UTC,2026-03-21 08:13:10 UTC
315011,mousemove,827,450,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-ticks > span,,2026-03-21 08:13:10 UTC,2026-03-21 08:13:10 UTC
315012,mousemove,540,418,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:10 UTC,2026-03-21 08:13:10 UTC
315013,mousemove,527,418,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:11 UTC,2026-03-21 08:13:11 UTC
315014,mousemove,522,422,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:11 UTC,2026-03-21 08:13:12 UTC
315015,mousemove,523,436,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:12 UTC,2026-03-21 08:13:12 UTC
315016,slider,,,.native-slider-11,,2026-03-21 08:13:13 UTC,2026-03-21 08:13:13 UTC
315017,mousemove,632,437,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:13 UTC,2026-03-21 08:13:13 UTC
315018,mousemove,636,437,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:13 UTC,2026-03-21 08:13:13 UTC
315019,mousemove,663,437,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:16 UTC,2026-03-21 08:13:16 UTC
315020,slider,,,.native-slider-11,,2026-03-21 08:13:16 UTC,2026-03-21 08:13:16 UTC
315021,slider,,,.native-slider-11,,2026-03-21 08:13:16 UTC,2026-03-21 08:13:16 UTC
315022,mousemove,800,434,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:16 UTC,2026-03-21 08:13:16 UTC
315023,mousemove,829,434,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:17 UTC,2026-03-21 08:13:17 UTC
315024,slider,,,.native-slider-11,,2026-03-21 08:13:17 UTC,2026-03-21 08:13:17 UTC
315025,mousemove,911,434,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:17 UTC,2026-03-21 08:13:17 UTC
315026,mousemove,901,434,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:17 UTC,2026-03-21 08:13:18 UTC
315027,slider,,,.native-slider-11,,2026-03-21 08:13:17 UTC,2026-03-21 08:13:18 UTC
315028,mousemove,867,434,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:18 UTC,2026-03-21 08:13:18 UTC
315029,slider,,,.native-slider-11,,2026-03-21 08:13:19 UTC,2026-03-21 08:13:19 UTC
315030,mousemove,865,434,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container.disabled > input.native-slider,,2026-03-21 08:13:19 UTC,2026-03-21 08:13:19 UTC
315031,mousemove,836,444,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper,,2026-03-21 08:13:19 UTC,2026-03-21 08:13:19 UTC
315032,scroll,,,,,2026-03-21 08:13:19 UTC,2026-03-21 08:13:19 UTC
315033,mousemove,800,460,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:19 UTC,2026-03-21 08:13:19 UTC
315034,mousemove,583,459,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:20 UTC,2026-03-21 08:13:20 UTC
315035,mousemove,542,465,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:20 UTC,2026-03-21 08:13:20 UTC
